smiles,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.194,-1.0293,6,0,4.0,0.5384628262372215,0,61.82,0.18189255744218827,0.9697720289230347,0.9362904310226441,0.12056009173393249,0.004278305685147643,0.42701963186264036,0.0025632610777392983,0.16219051629304887,0.0006807780260714935,0.48752871751785276,0.00205512018292211,0.04331078976392746,0.0715833306312561,0.8746025919914245,0.9995101928710938,0.003628572076559067,0.019443948566913605,0.008863163366913795,0.0017329253081697971,0.0016420969390310348,0.019961496349424124,0.000421253198874183,0.8625985860824585,0.105290237814188,0.01128612128086388,0.0034008113434538245,0.003165520972106606,0.00018690763354243246,0.0018609849154017865,0.6662426590919495,0.11492156870663166,-4.110441172982333,6.047746600500671,23.657193684779816,5.1830497231152135,-12.606381836208216,2.607933765456768,0.04761030756490765,29.16864086095196,-0.8942359021735383,0.8927332363677862,16.61496704148895,15.393563396665375,69.5036835982939,11.768127181077936,63.80379992245056,52.34587049243893,22.489336952307095,39.7440868553703,49.16634354400931,81.96975571927103,84.95540907328422,62.97014346645987,8.491663435440092,89.2206281504459,15.781310585498254,60.682435052345866,5.118262892594029,50.096936797208215,21.675067855758044,17.913920124079098,43.66033346258239,78.36370686312524,73.01279565723148,25.940286932919737,43.73788290034897,34.00542846064366,19.73633191159364,8.76308646762311,6.863125242341993,17.448623497479645,61.10895696006204,52.19077161690578,11.283443195036835,39.47266382318728,22.644435827840248,4.110120201628538,17.75882124854595,72.54749903063203,31.98914307871268,97.13067080263667,19.658782473827063,56.41721597518418,46.76231097324544,23.691353237689025,55.447848003101974,27.336176812718108,9.15083365645599,84.95540907328422,44.125630089181854
